tenant_name,title,content,category,tags
"청담봄온의원","보톡스 시술 비용 및 가격 안내","","가격정보","보톡스,비용,가격"
"청담봄온의원","보톡스 시술 후 주의사항","","시술정보","보톡스,주의사항,회복"
"청담봄온의원","보톡스 효과 지속 기간","","시술정보","보톡스,효과,지속기간"
"청담봄온의원","보톡스 부작용 및 리스크","","안전정보","보톡스,부작용,안전"
"청담봄온의원","필러 시술 종류 및 비용","","가격정보","필러,종류,비용"
"청담봄온의원","필러 시술 후 관리 방법","","시술정보","필러,관리,주의사항"
"청담봄온의원","필러 유지 기간 및 재시술","","시술정보","필러,지속기간,재시술"
"청담봄온의원","팔자주름 필러 효과","","시술정보","필러,팔자주름,효과"
"청담봄온의원","울세라 리프팅 비용","","가격정보","울세라,리프팅,비용"
"청담봄온의원","울세라 시술 통증 및 마취","","시술정보","울세라,통증,마취"
"청담봄온의원","울세라 효과 및 지속기간","","시술정보","울세라,효과,지속기간"
"청담봄온의원","써마지 리프팅 시술 안내","","시술정보","써마지,리프팅"
"청담봄온의원","인모드 리프팅 효과","","시술정보","인모드,리프팅,효과"
"청담봄온의원","레이저 토닝 가격","","가격정보","레이저토닝,가격,비용"
"청담봄온의원","레이저 토닝 시술 횟수","","시술정보","레이저토닝,횟수,기간"
"청담봄온의원","기미 치료 레이저 종류","","시술정보","기미,레이저,치료"
"청담봄온의원","색소침착 개선 시술","","시술정보","색소침착,레이저,개선"
"청담봄온의원","아큐리프트 얼굴 지방 제거 비용","","가격정보","아큐리프트,지방제거,비용"
"청담봄온의원","아큐리프트 시술 후 회복기간","","시술정보","아큐리프트,회복,기간"
"청담봄온의원","이중턱 제거 시술 방법","","시술정보","이중턱,지방제거,V라인"
"청담봄온의원","볼 지방 제거 효과","","시술정보","볼지방,지방제거,효과"
"청담봄온의원","여드름 흉터 치료 방법","","시술정보","여드름,흉터,치료"
"청담봄온의원","여드름 레이저 치료 비용","","가격정보","여드름,레이저,비용"
"청담봄온의원","모공 축소 레이저 시술","","시술정보","모공,축소,레이저"
"청담봄온의원","피부 톤업 관리 프로그램","","시술정보","피부톤,미백,관리"
"청담봄온의원","다크서클 개선 시술","","시술정보","다크서클,눈밑,개선"
"청담봄온의원","눈밑 지방 제거 및 재배치","","시술정보","눈밑지방,지방제거"
"청담봄온의원","피부 타이트닝 시술 종류","","시술정보","타이트닝,리프팅"
"청담봄온의원","콜라겐 재생 시술 안내","","시술정보","콜라겐,재생,리프팅"
"청담봄온의원","주름 개선 시술 비교","","시술정보","주름,개선,시술비교"
"청담봄온의원","상담 예약 방법 및 예약 변경","","예약","예약,상담,변경,취소"
"청담봄온의원","예약 없이 당일 방문 가능 여부","","예약","당일,방문,예약,가능"
"청담봄온의원","예약 취소 및 환불 규정","","예약","예약취소,환불,규정,정책"
"청담봄온의원","해외환자 통역 서비스 제공","","통역","통역,해외환자,언어,서비스"
"청담봄온의원","중국어 통역 직원 상주 여부","","통역","중국어,통역,직원"
"청담봄온의원","일본어 통역 가능 시간","","통역","일본어,통역,시간"
"청담봄온의원","세금환급 (택스리펀) 안내","","세금환급","세금환급,택스리펀,면세"
"청담봄온의원","세금환급 신청 방법 및 서류","","세금환급","세금환급,신청,서류,방법"
"청담봄온의원","신용카드 결제 및 할부 안내","","결제","신용카드,결제,할부"
"청담봄온의원","현금 결제 시 할인 혜택","","결제","현금,할인,혜택"
"청담봄온의원","해외 카드 결제 가능 여부","","결제","해외카드,비자,마스터"
"청담봄온의원","시술 비용 분할 납부 가능 여부","","결제","분할납부,할부,결제"
"청담봄온의원","시술 후 부작용 발생 시 대처","","고민","부작용,대처,응급"
"청담봄온의원","시술 실패 시 재시술 정책","","고민","실패,재시술,보증"
"청담봄온의원","민감성 피부 시술 가능 여부","","고민","민감성피부,가능,주의"
"청담봄온의원","임신 중 시술 가능 여부","","고민","임신,가능,안전"
"청담봄온의원","진료실 위치 및 찾아오는 길","","안내","위치,오시는길,교통"
"청담봄온의원","주차장 이용 안내","","안내","주차,주차장,이용"
"청담봄온의원","진료 시간 및 휴무일","","안내","진료시간,휴무,영업시간"
